"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Document Type","Publication Stage","Open Access","Source","EID"
"Veluchamy A.; Ballerini L.; Vitart V.; Schraut K.E.; Kirin M.; Campbell H.; Joshi P.K.; Relan D.; Harris S.; Brown E.; Vaidya S.S.; Dhillon B.; Zhou K.; Pearson E.R.; Hayward C.; Polasek O.; Deary I.J.; Macgillivray T.; Wilson J.F.; Trucco E.; Palmer C.N.A.; Doney A.S.F.","Veluchamy, Abirami (57189376243); Ballerini, Lucia (7005287589); Vitart, Veronique (57202570156); Schraut, Katharina E. (57211721006); Kirin, Mirna (34876973900); Campbell, Harry (7202318417); Joshi, Peter K. (57216109700); Relan, Devanjali (55662038700); Harris, Sarah (7403484635); Brown, Ellie (57212057356); Vaidya, Suraj S. (57212056033); Dhillon, Baljean (35406977300); Zhou, Kaixin (55503294300); Pearson, Ewan R. (56899266200); Hayward, Caroline (35369845200); Polasek, Ozren (8232027400); Deary, Ian J. (57193752767); Macgillivray, Thomas (57207503523); Wilson, James F. (56920724500); Trucco, Emanuele (57201786780); Palmer, Colin N.A. (57203644795); Doney, Alexander S.F. (6602412421)","57189376243; 7005287589; 57202570156; 57211721006; 34876973900; 7202318417; 57216109700; 55662038700; 7403484635; 57212057356; 57212056033; 35406977300; 55503294300; 56899266200; 35369845200; 8232027400; 57193752767; 57207503523; 56920724500; 57201786780; 57203644795; 6602412421","Novel Genetic Locus Influencing Retinal Venular Tortuosity Is Also Associated with Risk of Coronary Artery Disease","2019","Arteriosclerosis, Thrombosis, and Vascular Biology","39","12","","2542","2552","10","18","10.1161/ATVBAHA.119.312552","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075814549&doi=10.1161%2fATVBAHA.119.312552&partnerID=40&md5=03e457d604a25476cad7b365bd7f6d63","Division of Population Health and Genomics, University of Dundee, Ninewells Hospital and Medical School, Dundee, DD1 9SY, United Kingdom; Ninewells Hospital and Medical School and VAMPIRE Project, Computer Vision and Image Processing Group, School of Science and Engineering (Computing), University of Dundee, United Kingdom; MRC Human Genetics Unit, MRC Institute of Genetics and Molecular Medicine, University of Edinburgh, Western General Hospital, United Kingdom; Medical Genetics Section, Centre for Genomic and Experimental Medicine, MRC Institute of Genetics and Molecular Medicine, University of Edinburgh, Western General Hospital, United Kingdom; Centre for Global Health Research, Usher Institute of Population Health Sciences and Informatics, University of Edinburgh, United Kingdom; Centre for Cardiovascular Science, Queen's Medical Research Institute, University of Edinburgh, Royal Infirmary of Edinburgh, United Kingdom; Clinical Research Imaging Centre, Queen's Medical Research Institute, University of Edinburgh, Royal Infirmary of Edinburgh, United Kingdom; VAMPIRE Project, Centre for Clinical Brain Sciences, Chancellor's Building, Royal Infirmary of Edinburgh, United Kingdom; Department of Psychology, University of Edinburgh, United Kingdom; Centre for Cognitive Ageing and Cognitive Epidemiology, University of Edinburgh, United Kingdom; Department of Public Health, University of Split, School of Medicine, Croatia; Renji Hospital, University of Chinese Academy of Sciences, Chongqing, China; Department of Computer Science, BML Munjal University, Gurgaon, Haryana, India","Veluchamy A., Division of Population Health and Genomics, University of Dundee, Ninewells Hospital and Medical School, Dundee, DD1 9SY, United Kingdom; Ballerini L., Ninewells Hospital and Medical School and VAMPIRE Project, Computer Vision and Image Processing Group, School of Science and Engineering (Computing), University of Dundee, United Kingdom, VAMPIRE Project, Centre for Clinical Brain Sciences, Chancellor's Building, Royal Infirmary of Edinburgh, United Kingdom; Vitart V., MRC Human Genetics Unit, MRC Institute of Genetics and Molecular Medicine, University of Edinburgh, Western General Hospital, United Kingdom; Schraut K.E., Centre for Global Health Research, Usher Institute of Population Health Sciences and Informatics, University of Edinburgh, United Kingdom, Centre for Cardiovascular Science, Queen's Medical Research Institute, University of Edinburgh, Royal Infirmary of Edinburgh, United Kingdom; Kirin M., Centre for Global Health Research, Usher Institute of Population Health Sciences and Informatics, University of Edinburgh, United Kingdom, Department of Public Health, University of Split, School of Medicine, Croatia; Campbell H., Centre for Global Health Research, Usher Institute of Population Health Sciences and Informatics, University of Edinburgh, United Kingdom; Joshi P.K., Centre for Global Health Research, Usher Institute of Population Health Sciences and Informatics, University of Edinburgh, United Kingdom; Relan D., VAMPIRE Project, Centre for Clinical Brain Sciences, Chancellor's Building, Royal Infirmary of Edinburgh, United Kingdom, Department of Computer Science, BML Munjal University, Gurgaon, Haryana, India; Harris S., Medical Genetics Section, Centre for Genomic and Experimental Medicine, MRC Institute of Genetics and Molecular Medicine, University of Edinburgh, Western General Hospital, United Kingdom, Department of Psychology, University of Edinburgh, United Kingdom, Centre for Cognitive Ageing and Cognitive Epidemiology, University of Edinburgh, United Kingdom; Brown E., Clinical Research Imaging Centre, Queen's Medical Research Institute, University of Edinburgh, Royal Infirmary of Edinburgh, United Kingdom; Vaidya S.S., Clinical Research Imaging Centre, Queen's Medical Research Institute, University of Edinburgh, Royal Infirmary of Edinburgh, United Kingdom; Dhillon B., VAMPIRE Project, Centre for Clinical Brain Sciences, Chancellor's Building, Royal Infirmary of Edinburgh, United Kingdom; Zhou K., Renji Hospital, University of Chinese Academy of Sciences, Chongqing, China; Pearson E.R., Division of Population Health and Genomics, University of Dundee, Ninewells Hospital and Medical School, Dundee, DD1 9SY, United Kingdom; Hayward C., MRC Human Genetics Unit, MRC Institute of Genetics and Molecular Medicine, University of Edinburgh, Western General Hospital, United Kingdom; Polasek O., Department of Public Health, University of Split, School of Medicine, Croatia; Deary I.J., Department of Psychology, University of Edinburgh, United Kingdom; Macgillivray T., VAMPIRE Project, Centre for Clinical Brain Sciences, Chancellor's Building, Royal Infirmary of Edinburgh, United Kingdom; Wilson J.F., MRC Human Genetics Unit, MRC Institute of Genetics and Molecular Medicine, University of Edinburgh, Western General Hospital, United Kingdom, Centre for Global Health Research, Usher Institute of Population Health Sciences and Informatics, University of Edinburgh, United Kingdom; Trucco E., Ninewells Hospital and Medical School and VAMPIRE Project, Computer Vision and Image Processing Group, School of Science and Engineering (Computing), University of Dundee, United Kingdom; Palmer C.N.A., Division of Population Health and Genomics, University of Dundee, Ninewells Hospital and Medical School, Dundee, DD1 9SY, United Kingdom; Doney A.S.F., Division of Population Health and Genomics, University of Dundee, Ninewells Hospital and Medical School, Dundee, DD1 9SY, United Kingdom","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85075814549"
"Tandon H.; Chakraborty T.; Suhag V.","Tandon, Hiteshi (57210314363); Chakraborty, Tanmoy (56350222300); Suhag, Vandana (57210319105)","57210314363; 56350222300; 57210319105","A fundamental approach to compute atomic electrophilicity index","2020","Journal of Mathematical Chemistry","58","9","","2188","2196","8","9","10.1007/s10910-020-01176-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091032971&doi=10.1007%2fs10910-020-01176-5&partnerID=40&md5=d56663a2c3e036905ca1f5d470bdab0c","Department of Chemistry, Manipal University Jaipur, Jaipur, 303007, India; Department of Chemistry and Biochemistry, School of Basic Sciences and Research, Sharda University, Greater Noida, 201310, India; Department of Chemistry, School of Engineering, Presidency University, Bengaluru, 560064, India; Department of Applied Sciences, BML Munjal University, Gurugram, 122413, India","Tandon H., Department of Chemistry, Manipal University Jaipur, Jaipur, 303007, India; Chakraborty T., Department of Chemistry and Biochemistry, School of Basic Sciences and Research, Sharda University, Greater Noida, 201310, India, Department of Chemistry, School of Engineering, Presidency University, Bengaluru, 560064, India; Suhag V., Department of Applied Sciences, BML Munjal University, Gurugram, 122413, India","Article","Final","","Scopus","2-s2.0-85091032971"
"Payla A.; Chopra K.; Mussada E.K.","Payla, Aishwarya (57205472628); Chopra, Kunal (57205465598); Mussada, Eswara Krishna (56642706900)","57205472628; 57205465598; 56642706900","Investigations on power consumption in WEDM of EN31 steel for sustainable production","2019","Materials and Manufacturing Processes","34","16","","1855","1865","10","16","10.1080/10426914.2019.1683577","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074939087&doi=10.1080%2f10426914.2019.1683577&partnerID=40&md5=3165868fcb39083ca5f1efb3e4e68fe6","Department of Mechanical Engineering, SOET, BML Munjal University, Gurgaon, India; Amity Institute of Technology, Amity University, Noida, India","Payla A., Department of Mechanical Engineering, SOET, BML Munjal University, Gurgaon, India; Chopra K., Department of Mechanical Engineering, SOET, BML Munjal University, Gurgaon, India; Mussada E.K., Amity Institute of Technology, Amity University, Noida, India","Article","Final","","Scopus","2-s2.0-85074939087"
"Chakraborty S.; Shaikh S.H.; Chakrabarti A.; Ghosh R.","Chakraborty, Sanjay (57169636900); Shaikh, Soharab Hossain (36761579500); Chakrabarti, Amlan (24342850300); Ghosh, Ranjan (55844406900)","57169636900; 36761579500; 24342850300; 55844406900","A hybrid quantum feature selection algorithm using a quantum inspired graph theoretic approach","2020","Applied Intelligence","50","6","","1775","1793","18","15","10.1007/s10489-019-01604-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079385595&doi=10.1007%2fs10489-019-01604-3&partnerID=40&md5=fe4fd9cc3262ce841ffcefc7a72b63d5","A. K. Choudhury School of IT, University of Calcutta, Kolkata, India; Computer Science and Engineering, BML Munjal University, Gurgaon, India","Chakraborty S., A. K. Choudhury School of IT, University of Calcutta, Kolkata, India; Shaikh S.H., Computer Science and Engineering, BML Munjal University, Gurgaon, India; Chakrabarti A., A. K. Choudhury School of IT, University of Calcutta, Kolkata, India; Ghosh R., A. K. Choudhury School of IT, University of Calcutta, Kolkata, India","Article","Final","","Scopus","2-s2.0-85079385595"
"Wei Loon L.; Sreekar Reddy S.; A.K. P.R.","Wei Loon, Lee (57210193343); Sreekar Reddy, S. (57210196638); A.K., Prasada Rao (56962715100)","57210193343; 57210196638; 56962715100","CFD simulation of direct chill casting process of magnesium alloy billets","2019","Journal of Manufacturing Processes","45","","","447","454","7","7","10.1016/j.jmapro.2019.07.033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069841029&doi=10.1016%2fj.jmapro.2019.07.033&partnerID=40&md5=e05d6a602455cb8d3eb4f55f0e88a19f","Mechanical Engineering, SoET, BML Munjal University, 122 413, India; Faculty of Manufacturing, Universiti Malaysia Pahang, Pekan, Malaysia","Wei Loon L., Faculty of Manufacturing, Universiti Malaysia Pahang, Pekan, Malaysia; Sreekar Reddy S., Mechanical Engineering, SoET, BML Munjal University, 122 413, India; A.K. P.R., Mechanical Engineering, SoET, BML Munjal University, 122 413, India, Faculty of Manufacturing, Universiti Malaysia Pahang, Pekan, Malaysia","Article","Final","","Scopus","2-s2.0-85069841029"
"Kumar A.; Sindhwani P.; Trivedi S.K.","Kumar, Anil (57001679600); Sindhwani, Piyush (57217032518); Trivedi, Shrawan Kumar (55980759400)","57001679600; 57217032518; 55980759400","Combined fuzzy theory and Delphi method for instruments designing framework of online marketing flexibility dimensions","2020","International Journal of Services, Technology and Management","26","4","","341","356","15","1","10.1504/IJSTM.2020.107436","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085874698&doi=10.1504%2fIJSTM.2020.107436&partnerID=40&md5=c699e6ddad194337266a179f96cd10fd","School of Management (Decision Sciences), BML Munjal University, Gurgaon (Haryana), India; Department of Information Technology and Systems, Indian Institute of Management Sirmaur, Himachal Pradesh, India","Kumar A., School of Management (Decision Sciences), BML Munjal University, Gurgaon (Haryana), India; Sindhwani P., School of Management (Decision Sciences), BML Munjal University, Gurgaon (Haryana), India; Trivedi S.K., Department of Information Technology and Systems, Indian Institute of Management Sirmaur, Himachal Pradesh, India","Article","Final","","Scopus","2-s2.0-85085874698"
"Roy S.; Parsi P.K.; Kotha R.S.; Barman S.; Vinayak K.; Roy M.M.; Banerjee R.","Roy, Sumit (56023717200); Parsi, Pranay Kumar (57214778636); Kotha, R. Sreeram (57214779706); Barman, Sanmitra (55361430600); Vinayak, Kalluri (56205557900); Roy, Mili Mitra (57214781908); Banerjee, Rahul (24300416300)","56023717200; 57214778636; 57214779706; 55361430600; 56205557900; 57214781908; 24300416300","Effective utilisation of waste cooking oil in a single-cylinder diesel engine using alumina nanoparticles","2020","Sustainable Energy and Fuels","4","2","","571","581","10","14","10.1039/c9se00393b","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079094268&doi=10.1039%2fc9se00393b&partnerID=40&md5=3e23f6286cca193b401f1a3e18261ed3","Department of Mechanical Engineering, BML Munjal University, Gurgaon, 122413, India; Department of Chemistry, BML Munjal University, Gurgaon, 122413, India; Budge Budge Institute of Technology, West Bengal, 700137, India; Department of Mechanical Engineering, NIT Agartala, Tripura, 799046, India","Roy S., Department of Mechanical Engineering, BML Munjal University, Gurgaon, 122413, India; Parsi P.K., Department of Mechanical Engineering, BML Munjal University, Gurgaon, 122413, India; Kotha R.S., Department of Mechanical Engineering, BML Munjal University, Gurgaon, 122413, India; Barman S., Department of Chemistry, BML Munjal University, Gurgaon, 122413, India; Vinayak K., Department of Mechanical Engineering, BML Munjal University, Gurgaon, 122413, India; Roy M.M., Budge Budge Institute of Technology, West Bengal, 700137, India; Banerjee R., Department of Mechanical Engineering, NIT Agartala, Tripura, 799046, India","Article","Final","","Scopus","2-s2.0-85079094268"
"Lebedev N.; Stehno M.; Rana A.; Gauquelin N.; Verbeeck J.; Brinkman A.; Aarts J.","Lebedev, N. (57193764584); Stehno, M. (7801558312); Rana, A. (36182549900); Gauquelin, N. (26428040300); Verbeeck, J. (9238150500); Brinkman, A. (15745009800); Aarts, J. (55867175100)","57193764584; 7801558312; 36182549900; 26428040300; 9238150500; 15745009800; 55867175100","Inhomogeneous superconductivity and quasilinear magnetoresistance at amorphous LaTiO3/SrTiO3interfaces","2020","Journal of Physics Condensed Matter","33","5","055001","","","","1","10.1088/1361-648X/abc102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096620293&doi=10.1088%2f1361-648X%2fabc102&partnerID=40&md5=2bfcd93aaa23f6ff251e2abfad6ebea3","Huygens-Kamerlingh Onnes Laboratory, Leiden University, P.O. Box 9504, Leiden, 2300 RA, Netherlands; Physikalisches Institut (EP 3), Universitat Würzburg, Am Hubland Würzburg, 97074, Germany; School of Engineering and Technology, BML Munjal University (Hero Group), Gurgaon, 22413, India; Electron Microscopy for Materials Science, University of Antwerp, Campus Groenenborger Groenenborgerlaan 171, Antwerpen, 2020, Belgium; MESA, Institute for Nanotechnology, University of Twente, P.O. Box 217, Enschede, 7500 AE, Netherlands","Lebedev N., Huygens-Kamerlingh Onnes Laboratory, Leiden University, P.O. Box 9504, Leiden, 2300 RA, Netherlands; Stehno M., Physikalisches Institut (EP 3), Universitat Würzburg, Am Hubland Würzburg, 97074, Germany; Rana A., School of Engineering and Technology, BML Munjal University (Hero Group), Gurgaon, 22413, India; Gauquelin N., Electron Microscopy for Materials Science, University of Antwerp, Campus Groenenborger Groenenborgerlaan 171, Antwerpen, 2020, Belgium; Verbeeck J., Electron Microscopy for Materials Science, University of Antwerp, Campus Groenenborger Groenenborgerlaan 171, Antwerpen, 2020, Belgium; Brinkman A., MESA, Institute for Nanotechnology, University of Twente, P.O. Box 217, Enschede, 7500 AE, Netherlands; Aarts J., Huygens-Kamerlingh Onnes Laboratory, Leiden University, P.O. Box 9504, Leiden, 2300 RA, Netherlands","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85096620293"
"Agarwal G.; Garg R.; Chhikara R.; Deshpande A.","Agarwal, Gautam (57222360210); Garg, Ruchi (57210462830); Chhikara, Ritu (57219225485); Deshpande, Aastha (57222361805)","57222360210; 57210462830; 57219225485; 57222361805","Exploration of retail design in integrated bricks & clicks environment","2020","Materials Today: Proceedings","37","Part 2","","1887","1892","5","1","10.1016/j.matpr.2020.07.467","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102469467&doi=10.1016%2fj.matpr.2020.07.467&partnerID=40&md5=55b0b1a12c0c6914acb0d8fbc34eaf7f","World University of Design, BML Munjal University, India; SoM, BML Munjal University, India; SOD World University of Design, Sonipat, Haryana, India","Agarwal G., World University of Design, BML Munjal University, India; Garg R., SoM, BML Munjal University, India; Chhikara R., SoM, BML Munjal University, India; Deshpande A., SOD World University of Design, Sonipat, Haryana, India","Conference paper","Final","","Scopus","2-s2.0-85102469467"
"Acharya D.; Goel S.; Asthana R.; Bhardwaj A.","Acharya, Divya (57215412765); Goel, Shivani (57202651373); Asthana, Rishi (16548831400); Bhardwaj, Arpit (49361153100)","57215412765; 57202651373; 16548831400; 49361153100","A novel fitness function in genetic programming to handle unbalanced emotion recognition data","2020","Pattern Recognition Letters","133","","","272","279","7","20","10.1016/j.patrec.2020.03.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081661646&doi=10.1016%2fj.patrec.2020.03.005&partnerID=40&md5=cf5071f93f35301ef12d47e25d7c9029","Computer Science Engineering, Bennett University, Greater Noida, 201310, India; Applied Science, BML Munjal University, 122413, India","Acharya D., Computer Science Engineering, Bennett University, Greater Noida, 201310, India; Goel S., Computer Science Engineering, Bennett University, Greater Noida, 201310, India; Asthana R., Applied Science, BML Munjal University, 122413, India; Bhardwaj A., Computer Science Engineering, Bennett University, Greater Noida, 201310, India","Article","Final","","Scopus","2-s2.0-85081661646"
"Kumar P.; Singh G.","Kumar, Payal (57193952177); Singh, Ganesh (58104563600)","57193952177; 58104563600","GENDER EQUITY IN THE BOARDROOM: The Case of India","2020","Gender Equity in the Boardroom: The Case of India","","","","1","137","136","1","10.1108/9781839827648","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148118400&doi=10.1108%2f9781839827648&partnerID=40&md5=1a9d6622c4214e08c26a804e495adc14","BML Munjal University, India; All India Management Association, Centre for Management Education (AIMA CME), India","Kumar P., BML Munjal University, India; Singh G., All India Management Association, Centre for Management Education (AIMA CME), India","Book","Final","","Scopus","2-s2.0-85148118400"
"Narula S.; Prakash S.; Dwivedy M.; Sood A.; Talwar V.","Narula, Sanjiv (57201953320); Prakash, Surya (57226556562); Dwivedy, Maheshwar (32867742100); Sood, Ajay (57219319675); Talwar, Vishal (57220361688)","57201953320; 57226556562; 32867742100; 57219319675; 57220361688","Benchmarking the Integration of Industry 4.0 into the National Policies at Asia","2021","Lecture Notes in Mechanical Engineering","","","","31","46","15","0","10.1007/978-981-15-5463-6_4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092144308&doi=10.1007%2f978-981-15-5463-6_4&partnerID=40&md5=324dec9b65b13f05ff4829b4757c22de","School of Management, BML Munjal University, Gurgaon, 123413, Haryana, India; School of Engineering and Technology, BML Munjal University, Gurgaon, 123413, Haryana, India; Automotive Industry Professional, Gurgaon, 123413, Haryana, India","Narula S., School of Management, BML Munjal University, Gurgaon, 123413, Haryana, India; Prakash S., School of Engineering and Technology, BML Munjal University, Gurgaon, 123413, Haryana, India; Dwivedy M., School of Engineering and Technology, BML Munjal University, Gurgaon, 123413, Haryana, India; Sood A., Automotive Industry Professional, Gurgaon, 123413, Haryana, India; Talwar V., School of Management, BML Munjal University, Gurgaon, 123413, Haryana, India","Conference paper","Final","","Scopus","2-s2.0-85092144308"
